,No.,year,Name,Age,Team,Position
71,63,2014,Alex Oxlade Chamberlain,21,Arsenal,Midfielder
72,842,2014,Jordan Henderson,24,Liverpool,Midfielder
73,836,2014,Jonny Evans,26,Man Utd,Defender
74,1071,2014,Marc Albrighton,24,Leicester,Midfielder
75,1081,2014,Marcin Wasilewski,34,Leicester,Defender
76,297,2014,Ciaran Clark,24,Aston Villa,Defender
77,1668,2014,Victor Wanyama,23,Southampton,Midfielder
78,318,2014,Costel Pantilimon,27,Sunderland,Goalkeeper
79,754,2014,Jeffrey Schlupp,21,Leicester,Midfielder
80,821,2014,Joleon Lescott,32,WBA,Defender
81,1418,2014,Robin van Persie,31,Man Utd,Forward
82,520,2014,Federico Fernandez,25,Swansea,Defender
83,412,2014,Diafra Sakho,24,West Ham,Forward
84,1178,2014,Michael Dawson,30,Hull,Defender
85,810,2014,Joey Barton,31,QPR,Midfielder
86,947,2014,Ki Sung-Yueng,25,Swansea,Midfielder
87,856,2014,Jores Okore,22,Aston Villa,Defender
88,156,2014,Bacary Sagna,31,Man City,Defender
89,712,2014,James McCarthy,23,Everton,Midfielder
90,1452,2014,Ryan Shawcross,26,Stoke,Defender
91,288,2014,Christian Eriksen,22,Tottenham,Midfielder
92,1044,2014,Lukasz Fabianski,29,Swansea,Goalkeeper
93,173,2014,Ben Mee,24,Burnley,Defender
94,1325,2014,Patrick van Aanholt,24,Sunderland,Defender
95,287,2014,Christian Benteke,23,Aston Villa,Forward
96,507,2014,Fabian Delph,24,Aston Villa,Midfielder
97,1379,2014,Reece Burke,17,West Ham,Defender
98,7,2014,Aaron Ramsey,23,Arsenal,Midfielder
99,1397,2014,Richard Dunne,34,QPR,Defender
100,1472,2014,Sammy Ameobi,22,Newcastle,Forward
101,1615,2014,Toby Alderweireld,25,Southampton,Defender
102,1455,2014,Sadio Mane,22,Southampton,Forward
103,1341,2014,Per Mertesacker,29,Arsenal,Defender
104,491,2014,Erik Lamela,22,Tottenham,Midfielder
105,460,2014,Eliaquim Mangala,23,Man City,Defender
106,382,2014,David Ospina,25,Arsenal,Goalkeeper
107,729,2014,Jan Vertonghen,27,Tottenham,Defender
108,1177,2014,Michael Carrick,33,Man Utd,Midfielder
109,951,2014,Kieran Gibbs,24,Arsenal,Defender
110,1716,2014,Yannick Bolasie,25,Crystal Palace,Forward
111,1064,2014,Mamadou Sakho,24,Liverpool,Defender
112,216,2014,Brede Hangeland,33,Crystal Palace,Defender
113,481,2014,Emre Can,20,Liverpool,Midfielder
114,808,2014,Joel Ward,24,Crystal Palace,Defender
115,1247,2014,Nathaniel Clyne,23,Southampton,Defender
116,1097,2014,Mark Noble,27,West Ham,Midfielder
117,1707,2014,Winston Reid,26,West Ham,Defender
118,820,2014,John Terry,33,Chelsea,Defender
119,604,2014,Graziano Pelle,29,Southampton,Forward
120,704,2014,James Chester,25,Hull,Defender
121,1180,2014,Michael Duff,36,Burnley,Defender
122,1110,2014,Martin Demichelis,33,Man City,Defender
123,714,2014,James Milner,28,Man City,Midfielder
124,1227,2014,Nabil Bentaleb,19,Tottenham,Midfielder
125,1727,2014,Younes Kaboul,28,Tottenham,Defender
126,1703,2014,Willian,26,Chelsea,Forward
127,1445,2014,Ryan Bertrand,25,Southampton,Defender
128,492,2014,Erik Pieters,26,Stoke,Defender
129,1498,2014,Sebastian Larsson,29,Sunderland,Midfielder
130,1568,2014,Steven Nzonzi,25,Stoke,Midfielder
131,353,2014,Daniel Sturridge,24,Liverpool,Forward
132,1573,2014,Stewart Downing,30,West Ham,Midfielder
133,118,2014,Angel Di Maria,26,Man Utd,Midfielder
134,242,2014,Calum Chambers,19,Arsenal,Defender
135,130,2014,Antolin Alcaraz,32,Everton,Defender
136,737,2014,Jason Puncheon,28,Crystal Palace,Midfielder
137,1387,2014,Remy Cabella,24,Newcastle,Midfielder
138,1403,2014,Ritchie De Laet,25,Leicester,Defender
139,321,2014,Craig Gardner,27,WBA,Midfielder
140,265,2014,Charlie Austin,25,QPR,Forward
141,444,2014,Dusan Tadic,25,Southampton,Forward
142,400,2014,Dejan Lovren,25,Liverpool,Defender
143,767,2014,Jesus Navas,28,Man City,Defender
144,1157,2014,Mauricio Isla,26,QPR,Defender
145,1158,2014,Mauro Zarate,27,West Ham,Forward
146,494,2014,Esteban Cambiasso,34,Leicester,Midfielder
147,574,2014,Geoff Cameron,29,Stoke,Defender
148,672,2014,Jack Butland,21,Stoke,Goalkeeper
149,973,2014,Kyle Walker,24,Tottenham,Defender
150,1694,2014,Wilfried Zaha,21,Crystal Palace,Forward
151,565,2014,Gareth McAuley,34,WBA,Defender
152,1074,2014,Marc Muniesa,22,Stoke,Defender
153,72,2014,Alexandre Song,26,West Ham,Midfielder
154,1028,2014,Lucas Leiva,27,Liverpool,Midfielder
155,566,2014,Gary Cahill,28,Chelsea,Defender
156,623,2014,Harry Maguire,21,Hull,Defender
157,1487,2014,Scott Dann,27,Crystal Palace,Defender
158,1406,2014,Robert Brady,22,Hull,Midfielder
159,1348,2014,Phil Bardsley,29,Stoke,Defender
160,1566,2014,Steven Gerrard,34,Liverpool,Midfielder
161,1236,2014,Nathan Baker,23,Aston Villa,Defender
162,1256,2014,Neil Taylor,25,Swansea,Defender
163,1471,2014,Samir Nasri,27,Man City,Midfielder
164,1555,2014,Steve Harper,39,Hull,Goalkeeper
165,488,2014,Eric Dier,20,Tottenham,Defender
166,972,2014,Kyle Naughton,25,Swansea,Defender
167,1478,2014,Sandro,25,QPR,Midfielder
168,715,2014,James Morrison,28,WBA,Midfielder
169,833,2014,Jonathan Walters,30,Stoke,Forward
170,22,2014,Adam Lallana,26,Liverpool,Midfielder
171,273,2014,Cheick Tiote,28,Newcastle,Defender
172,264,2014,Charlie Adam,28,Stoke,Midfielder
173,1493,2014,Seamus Coleman,25,Everton,Defender
174,498,2014,Etienne Capoue,26,Tottenham,Midfielder
175,1124,2014,Massadio Haidara,21,Newcastle,Defender
176,1223,2014,Moussa Sissoko,25,Newcastle,Midfielder
177,1329,2014,Paul McShane,28,Hull,Defender
178,673,2014,Jack Colback,24,Newcastle,Midfielder
179,594,2014,Glenn Whelan,30,Stoke,Midfielder
180,753,2014,Jefferson Montero,24,Swansea,Midfielder
181,1580,2014,Sylvain Distin,36,Everton,Defender
182,741,2014,Jay Fulton,20,Swansea,Midfielder
183,398,2014,Dedryck Boyata,23,Man City,Defender
184,371,2014,Daryl Janmaat,25,Newcastle,Defender
185,1169,2014,Maya Yoshida,26,Southampton,Defender
186,1190,2014,Michel Vorm,30,Tottenham,Goalkeeper
187,1481,2014,Santiago Vergini,26,Sunderland,Defender
188,1229,2014,Nacer Chadli,25,Tottenham,Midfielder
189,335,2014,Damien Delaney,33,Crystal Palace,Defender
190,1327,2014,Paul Dummett,22,Newcastle,Defender
191,1112,2014,Martin Kelly,24,Crystal Palace,Defender
192,1502,2014,Sebastien Pocognoli,27,WBA,Defender
193,642,2014,Hugo Lloris,27,Tottenham,Goalkeeper
194,1347,2014,Petr Cech,32,Chelsea,Goalkeeper
195,525,2014,Fernando,27,Man City,Midfielder
196,357,2014,Danny Ings,22,Burnley,Forward
197,120,2014,Angel Rangel,31,Swansea,Defender
198,532,2014,Filipe Luis,29,Chelsea,Defender
199,891,2014,Juan Mata,26,Man Utd,Midfielder
200,194,2014,Billy Jones,27,Sunderland,Defender
201,593,2014,Glenn Murray,30,Crystal Palace,Forward
202,1692,2014,Wilfried Bony,25,Man City,Forward
203,740,2014,Javier Manquillo,20,Liverpool,Defender
204,1155,2014,Matty James,23,Leicester,Midfielder
205,1553,2014,Stevan Jovetic,24,Man City,Forward
206,128,2014,Anthony Reveillere,34,Sunderland,Defender
207,1671,2014,Vincent Kompany,28,Man City,Defender
208,1449,2014,Ryan Mason,23,Tottenham,Midfielder
209,564,2014,Gareth Barry,33,Everton,Midfielder
210,2,2014,Aaron Cresswell,24,West Ham,Defender
211,1667,2014,Victor Valdes,32,Man Utd,Goalkeeper
212,998,2014,Leonardo Ulloa,28,Leicester,Forward
213,684,2014,Jack Wilshere,22,Arsenal,Midfielder
214,299,2014,Claudio Yacob,27,WBA,Midfielder
215,301,2014,Clint Hill,35,QPR,Defender
216,1065,2014,Mame Diouf,26,Stoke,Forward
217,834,2014,Jonjo Shelvey,22,Swansea,Midfielder
218,984,2014,Lee Cattermole,26,Sunderland,Midfielder
219,44,2014,Alan Hutton,29,Aston Villa,Defender
220,538,2014,Florin Gardos,25,Southampton,Defender
221,1170,2014,Maynor Figueroa,31,Hull,Defender
222,1622,2014,Tom Heaton,28,Burnley,Goalkeeper
223,816,2014,John O'Shea,33,Sunderland,Defender
224,1078,2014,Marc Wilson,27,Stoke,Defender
225,792,2014,Joe Ledley,27,Crystal Palace,Midfielder
226,783,2014,Joe Allen,24,Liverpool,Midfielder
227,4,2014,Aaron Lennon,27,Everton,Midfielder
228,1453,2014,Ryan Taylor,30,Newcastle,Defender
229,1563,2014,Steven Davis,29,Southampton,Midfielder
230,312,2014,Connor Wickham,21,Sunderland,Forward
231,516,2014,Fabricio Coloccini,32,Newcastle,Defender
232,1402,2014,Rio Ferdinand,35,QPR,Defender
233,1431,2014,Ross Barkley,20,Everton,Midfielder
234,1567,2014,Steven Naismith,27,Everton,Forward
235,367,2014,Darren Fletcher,30,WBA,Midfielder
236,34,2014,Adrian,27,West Ham,Goalkeeper
237,725,2014,Jamie Vardy,27,Leicester,Forward
238,969,2014,Kyle Bartley,23,Swansea,Defender
239,1634,2014,Tony Hibbert,33,Everton,Defender
240,57,2014,Alex Bruce,29,Hull,Defender
241,592,2014,Glen Johnson,30,Liverpool,Defender
242,1141,2014,Matt Phillips,23,QPR,Midfielder
243,1623,2014,Tom Huddlestone,27,Hull,Midfielder
244,1052,2014,Luke Shaw,19,Man Utd,Defender
245,620,2014,Harrison Reed,19,Southampton,Midfielder
246,1598,2014,Thibaut Courtois,22,Chelsea,Goalkeeper
247,90,2014,Aly Cissokho,26,Aston Villa,Defender
248,1552,2014,Stephen Ward,29,Burnley,Defender
249,1253,2014,Nedum Onuoha,27,QPR,Defender
250,1426,2014,Romelu Lukaku,21,Everton,Forward
251,250,2014,Carles Gil,21,Aston Villa,Midfielder
252,334,2014,Dame N'Doye,29,Hull,Forward
253,1344,2014,Peter Crouch,33,Stoke,Forward
254,790,2014,Joe Hart,27,Man City,Goalkeeper
255,1100,2014,Marko Arnautovic,25,Stoke,Forward
256,1363,2014,Rafael,24,Man Utd,Defender
257,1018,2014,Liam Moore,21,Leicester,Defender
258,852,2014,Jordi Gomez,29,Sunderland,Midfielder
259,252,2014,Carlos Sanchez,28,Aston Villa,Midfielder
260,394,2014,Dean Marney,30,Burnley,Midfielder
261,1571,2014,Steven Taylor,28,Newcastle,Defender
262,155,2014,Ayoze Perez,21,Newcastle,Forward
263,116,2014,Andy King,25,Leicester,Midfielder
264,1198,2014,Mikel Arteta,32,Arsenal,Defender
265,1136,2014,Mathieu Flamini,30,Arsenal,Midfielder
266,1531,2014,Simon Mignolet,26,Liverpool,Goalkeeper
267,1224,2014,Muhamed Besic,21,Everton,Midfielder
268,117,2014,Andy Robertson,20,Hull,Defender
269,586,2014,Gerhard Tremmel,35,Swansea,Goalkeeper
270,1098,2014,Mark Schwarzer,41,Leicester,Goalkeeper
271,375,2014,David Jones,29,Burnley,Midfielder
272,47,2014,Alberto Moreno,22,Liverpool,Defender
273,21,2014,Adam Johnson,27,Sunderland,Midfielder
274,695,2014,Jake Livermore,24,Hull,Midfielder
275,997,2014,Leon Osman,33,Everton,Midfielder
276,147,2014,Ashley Barnes,24,Burnley,Forward
277,355,2014,Danny Drinkwater,24,Leicester,Midfielder
278,1684,2014,Wes Brown,34,Sunderland,Defender
279,1104,2014,Marouane Chamakh,30,Crystal Palace,Forward
280,392,2014,Dean Hammond,31,Leicester,Midfielder
281,359,2014,Danny Simpson,27,Leicester,Defender
282,1314,2014,Paddy McNair,19,Man Utd,Defender
283,483,2014,Enner Valencia,24,West Ham,Forward
284,459,2014,Eldin Jakupovic,29,Hull,Goalkeeper
285,1184,2014,Michael Keane,21,Man Utd,Defender
286,1516,2014,Shane Long,27,Southampton,Forward
287,1628,2014,Tomas Rosicky,33,Arsenal,Midfielder
288,806,2014,Joel Robles,24,Everton,Goalkeeper
289,1457,2014,Saido Berahino,21,WBA,Forward
290,166,2014,Ben Davies,21,Tottenham,Defender
291,1353,2014,Philipp Wollscheid,25,Stoke,Defender
292,1370,2014,Ramires,27,Chelsea,Midfielder
293,386,2014,David de Gea,23,Man Utd,Goalkeeper
294,548,2014,Fraser Forster,26,Southampton,Goalkeeper
295,1149,2014,Matthew Lowton,25,Aston Villa,Defender
296,980,2014,Lazar Markovic,20,Liverpool,Midfielder
297,868,2014,Joseph O'Brien,28,West Ham,Defender
298,1730,2014,Yun Suk-Young,24,QPR,Defender
299,1475,2014,Samuel Eto'o,33,Everton,Forward
300,558,2014,Gabriel Obertan,25,Newcastle,Forward
301,149,2014,Ashley Westwood,24,Aston Villa,Midfielder
302,719,2014,James Ward-Prowse,19,Southampton,Midfielder
303,152,2014,Asmir Begovic,27,Stoke,Goalkeeper
304,217,2014,Brendan Galloway,18,Everton,Defender
305,1428,2014,Ron Vlaar,29,Aston Villa,Defender
306,1408,2014,Robert Green,34,QPR,Goalkeeper
307,249,2014,Carl Jenkinson,22,West Ham,Defender
308,746,2014,Jazz Richards,23,Swansea,Defender
309,1317,2014,Papiss Cisse,29,Newcastle,Forward
310,1683,2014,Wayne Routledge,29,Swansea,Midfielder
311,206,2014,Brad Guzan,29,Aston Villa,Goalkeeper
312,1355,2014,Philippe Senderos,29,Aston Villa,Defender
313,600,2014,Graham Dorrans,27,WBA,Midfielder
314,675,2014,Jack Grealish,18,Aston Villa,Midfielder
315,918,2014,Kasper Schmeichel,27,Leicester,Goalkeeper
316,454,2014,Edin Dzeko,28,Man City,Forward
317,1220,2014,Mousa Dembele,27,Tottenham,Midfielder
318,476,2014,Emmanuel Adebayor,30,Tottenham,Forward
319,680,2014,Jack Rodwell,23,Sunderland,Midfielder
320,139,2014,Armand Traore,24,QPR,Defender
321,853,2014,Jordon Ibe,18,Liverpool,Midfielder
322,380,2014,David Meyler,25,Hull,Midfielder
323,1316,2014,Pape Souare,24,Crystal Palace,Defender
324,51,2014,Alejandro Faurlin,28,QPR,Midfielder
325,158,2014,Bafetimbi Gomis,29,Swansea,Forward
326,458,2014,Eduardo Vargas,24,QPR,Forward
327,1196,2014,Mike Williamson,30,Newcastle,Defender
328,1706,2014,Willy Caballero,32,Man City,Goalkeeper
329,102,2014,Andre Wisdom,21,WBA,Defender
330,1269,2014,Nikica Jelavic,29,Hull,Forward
331,760,2014,Jermain Defoe,31,Sunderland,Forward
332,1595,2014,Theo Walcott,25,Arsenal,Forward
333,369,2014,Darron Gibson,26,Everton,Midfielder
334,1270,2014,Niko Kranjcar,30,QPR,Midfielder
335,1362,2014,Radamel Falcao,28,Man Utd,Forward
336,101,2014,Andre Schurrle,23,Chelsea,Midfielder
337,365,2014,Darnell Furlong,18,QPR,Defender
338,1722,2014,Yoan Gouffran,28,Newcastle,Forward
339,968,2014,Kurt Zouma,19,Chelsea,Defender
340,1422,2014,Rolando Aarons,18,Newcastle,Midfielder
341,1528,2014,Siem de Jong,25,Newcastle,Midfielder
342,1485,2014,Scott Arfield,25,Burnley,Midfielder
343,1025,2014,Loic Remy,27,Chelsea,Forward
344,381,2014,David Nugent,29,Leicester,Forward
345,1173,2014,Mehdi Abeid,22,Newcastle,Midfielder
346,1620,2014,Tom Cleverley,25,Man Utd,Midfielder
347,995,2014,Leon Britton,31,Swansea,Midfielder
348,1677,2014,Vlad Chiriches,24,Tottenham,Defender
349,171,2014,Ben Hamer,26,Leicester,Goalkeeper
350,1729,2014,Youssouf Mulumbu,27,WBA,Midfielder
351,941,2014,Kevin Nolan,32,West Ham,Midfielder
352,546,2014,Frank Lampard,36,Man City,Midfielder
353,1014,2014,Liam Bridcutt,25,Sunderland,Midfielder
354,940,2014,Kevin Mirallas,26,Everton,Midfielder
355,462,2014,Eljero Elia,27,Southampton,Forward
356,35,2014,Adrian Mariappa,27,Crystal Palace,Defender
357,1565,2014,Steven Fletcher,27,Sunderland,Forward
358,1092,2014,Mario Balotelli,24,Liverpool,Forward
359,114,2014,Andros Townsend,23,Tottenham,Midfielder
360,1239,2014,Nathan Dyer,26,Swansea,Midfielder
361,982,2014,Leandro Bacuna,23,Aston Villa,Midfielder
362,1548,2014,Stephane Sessegnon,30,WBA,Midfielder
363,1679,2014,Vurnon Anita,25,Newcastle,Midfielder
364,40,2014,Aiden McGeady,28,Everton,Midfielder
365,1549,2014,Stephen Ireland,28,Stoke,Midfielder
366,183,2014,Benjamin Stambouli,24,Tottenham,Midfielder
367,960,2014,Kolo Toure,33,Liverpool,Defender
368,1050,2014,Luke Garbutt,21,Everton,Defender
369,1661,2014,Victor Anichebe,26,WBA,Forward
370,851,2014,Jordi Amat,22,Swansea,Defender
371,229,2014,Bryan Oviedo,24,Everton,Defender
372,447,2014,Dwight Tiendalli,28,Swansea,Defender
373,1676,2014,Vito Mannone,26,Sunderland,Goalkeeper
374,1551,2014,Stephen Quinn,28,Hull,Midfielder
375,168,2014,Ben Foster,31,WBA,Goalkeeper
376,1019,2014,Liam Rosenior,30,Hull,Defender
377,894,2014,Julian Speroni,35,Crystal Palace,Goalkeeper
378,13,2014,Abel Hernandez,24,Hull,Forward
379,445,2014,Dwight Gayle,24,Crystal Palace,Forward
380,94,2014,Anderson,26,Man Utd,Midfielder
381,1214,2014,Morgan Amalfitano,29,West Ham,Midfielder
382,200,2014,Bobby Zamora,33,QPR,Forward
383,237,2014,Callum McManaman,23,WBA,Midfielder
384,1393,2014,Ricardo Alvarez,26,Sunderland,Midfielder
385,1144,2014,Matt Upson,35,Leicester,Defender
386,1346,2014,Peter Odemwingie,33,Stoke,Forward
387,1151,2014,Matthew Taylor,32,Burnley,Midfielder
388,554,2014,Gabriel Agbonlahor,27,Aston Villa,Forward
389,543,2014,Fraizer Campbell,26,Crystal Palace,Forward
390,33,2014,Adnan Januzaj,19,Man Utd,Midfielder
391,1681,2014,Wayne Hennessey,27,Crystal Palace,Goalkeeper
392,30,2014,Adel Taarabt,25,QPR,Midfielder
393,474,2014,Emiliano Martinez,21,Arsenal,Goalkeeper
394,839,2014,Jonny Williams,20,Crystal Palace,Midfielder
395,1529,2014,Silvestre Varela,29,WBA,Forward
396,1708,2014,Wojciech Szczesny,24,Arsenal,Goalkeeper
397,1328,2014,Paul Konchesky,33,Leicester,Defender
398,1645,2014,Tyler Blackett,20,Man Utd,Defender
399,1605,2014,Tim Howard,35,Everton,Goalkeeper
400,571,2014,Gaston Ramirez,23,Southampton,Midfielder
401,817,2014,John Obi Mikel,27,Chelsea,Midfielder
402,296,2014,Chuba Akpom,18,Arsenal,Forward
403,914,2014,Karl Henry,31,QPR,Midfielder
404,278,2014,Chris Baird,32,WBA,Defender
405,413,2014,Didier Drogba,36,Chelsea,Forward
406,1179,2014,Michael Doughty,21,QPR,Midfielder
407,80,2014,Allan McGregor,32,Hull,Goalkeeper
408,854,2014,Jordon Mutch,22,Crystal Palace,Midfielder
409,1607,2014,Tim Krul,26,Newcastle,Goalkeeper
410,286,2014,Christian Atsu,22,Everton,Midfielder
411,529,2014,Filip Djuricic,22,Southampton,Midfielder
412,466,2014,Emanuele Giaccherini,29,Sunderland,Midfielder
413,1333,2014,Paulinho,26,Tottenham,Midfielder
414,1395,2014,Ricardo Vaz Te,27,West Ham,Forward
415,1619,2014,Tom Carroll,22,Swansea,Midfielder
416,107,2014,Andreas Weimann,23,Aston Villa,Forward
417,1185,2014,Michael Kightly,28,Burnley,Midfielder
418,323,2014,Cristian Gamboa,24,WBA,Defender
419,632,2014,Hatem Ben Arfa,27,Hull,Forward
420,108,2014,Andrej Kramaric,23,Leicester,Forward
421,1233,2014,Nani,27,Man Utd,Forward
422,263,2014,Charles N'Zogbia,28,Aston Villa,Midfielder
423,887,2014,Juan Cuadrado,26,Chelsea,Midfielder
424,1148,2014,Matthew Jarvis,28,West Ham,Midfielder
425,952,2014,Kieran Richardson,29,Aston Villa,Midfielder
426,220,2014,Brown Ideye,25,WBA,Forward
427,618,2014,Haris Vuckic,22,Newcastle,Forward
428,1040,2014,Lukas Jutkiewicz,25,Burnley,Forward
429,787,2014,Joe Cole,32,Aston Villa,Midfielder
430,1541,2014,Sone Aluko,25,Hull,Forward
431,860,2014,Jose Enrique,28,Liverpool,Defender
432,926,2014,Kelvin Davis,37,Southampton,Goalkeeper
433,1257,2014,Nelson Oliveira,23,Swansea,Forward
434,126,2014,Anthony Knockaert,22,Leicester,Midfielder
435,1143,2014,Matt Targett,18,Southampton,Defender
436,1407,2014,Robert Elliot,28,Newcastle,Goalkeeper
437,1519,2014,Shaun Wright-Phillips,32,QPR,Midfielder
438,1205,2014,Modou Barrow,21,Swansea,Midfielder
439,1468,2014,Sam Vokes,24,Burnley,Forward
440,1434,2014,Ruben Loftus-Cheek,18,Chelsea,Midfielder
441,1399,2014,Rickie Lambert,32,Liverpool,Forward
442,144,2014,Arouna Kone,30,Everton,Forward
443,1042,2014,Lukas Podolski,29,Arsenal,Forward
444,721,2014,James Wilson,18,Man Utd,Forward
445,106,2014,Andreas Pereira,18,Man Utd,Midfielder
446,764,2014,Jesse Lingard,21,Man Utd,Midfielder
447,610,2014,Guy Demel,33,West Ham,Midfielder
448,937,2014,Kevin Long,24,Burnley,Defender
449,553,2014,Fredrik Ulvestad,22,Burnley,Midfielder
450,32,2014,Adlene Guedioura,28,Crystal Palace,Midfielder
451,1558,2014,Steve Sidwell,31,Stoke,Midfielder
452,826,2014,Jonas Olsson,31,WBA,Defender
453,1491,2014,Scott Sinclair,25,Aston Villa,Midfielder
454,356,2014,Danny Graham,29,Sunderland,Forward
455,1520,2014,Shay Given,38,Aston Villa,Goalkeeper
456,254,2014,Carlton Cole,30,West Ham,Forward
457,60,2014,Alex McCarthy,24,QPR,Goalkeeper
458,464,2014,Elliot Lee,19,West Ham,Midfielder
459,1010,2014,Lewis Holtby,23,Tottenham,Midfielder
460,1195,2014,Mikael Mandron,19,Sunderland,Forward
461,1260,2014,Nene,33,West Ham,Midfielder
462,1569,2014,Steven Pienaar,32,Everton,Midfielder
463,1699,2014,William Buckley,24,Sunderland,Midfielder
464,436,2014,Dominic Gape,19,Southampton,Midfielder
465,1432,2014,Ross Wallace,29,Burnley,Forward
466,801,2014,Joel Campbell,22,Arsenal,Forward
467,899,2014,Junior Hoilett,24,QPR,Midfielder
468,1570,2014,Steven Reid,33,Burnley,Midfielder
469,1415,2014,Roberto Soldado,29,Tottenham,Forward
470,1303,2014,Oussama Assaidi,26,Stoke,Forward
471,480,2014,Emmanuel Riviere,24,Newcastle,Forward
472,1334,2014,Paulo Gazzaniga,22,Southampton,Goalkeeper
473,209,2014,Bradley Jones,32,Liverpool,Goalkeeper
474,584,2014,Georgios Samaras,29,WBA,Forward
475,276,2014,Chicharito,26,Man Utd,Forward
476,1235,2014,Nathan Ake,19,Chelsea,Defender
477,1577,2014,Stuart O'Keefe,23,Crystal Palace,Midfielder
478,1624,2014,Tom Ince,22,Hull,Midfielder
479,736,2014,Jason McCarthy,18,Southampton,Defender
480,1022,2014,Lloyd Isgrove,21,Southampton,Midfielder
481,1118,2014,Marvin Emnes,26,Swansea,Forward
482,285,2014,Chris Wood,22,Leicester,Forward
483,511,2014,Fabio Borini,23,Liverpool,Forward
484,1206,2014,Mohamed Diame,27,West Ham,Midfielder
485,771,2014,Jiang Guangtai,20,Everton,Defender
486,884,2014,Jozy Altidore,24,Sunderland,Forward
487,163,2014,Barry Bannan,24,Crystal Palace,Midfielder
488,750,2014,Jed Steer,21,Aston Villa,Goalkeeper
