Rank,Name,Position,Team,Weekly Salary
188,Adam Smith ,Defender,BOU,"£12,000"
,Ben Hamer ,Goalkeeper,LC,"£12,000"
,Curtis Good ,Defender,NUFC,"£12,000"
,Sam Gallagher ,Forward,SFC,"£12,000"
192,Artur Boruc ,Goalkeeper,BOU,"£10,000"
,Callum Wilson ,Forward,BOU,"£10,000"
,Nathan Baker ,Defender,AVFC,"£10,000"
,Nicklas Helenius ,Forward,AVFC,"£10,000"
,Matt Targett ,Defender,SFC,"£10,000"
197,Chris O'Grady ,Forward,BHA,"£8,000"
,Jamal Blackman ,Goalkeeper,CFC,"£8,000"
,Nahki Wells ,Forward,HUD,"£8,000"
200,Jed Steer ,Goalkeeper,AVFC,"£7,284"
201,Junior Stanislas ,Midfielder,BOU,"£7,000"
,Rohan Ince ,Midfielder,BHA,"£7,000"
203,Enda Stevens ,Defender,AVFC,"£6,609"
204,Steve Cook ,Defender,BOU,"£6,000"
,Gedion Zelalem ,Midfielder,AFC,"£6,000"
,Cristian Cuevas ,Defender,CFC,"£6,000"
207,Harry Arter ,Midfielder,BOU,"£5,000"
,Chris Herd ,Midfielder,AVFC,"£5,000"
,Nathaniel Chalobah ,Midfielder,CFC,"£5,000"
,Jordon Ibe ,Midfielder,LFC,"£5,000"
,Josh Harrop ,Midfielder,MUFC,"£5,000"
,Josh Sheehan ,Midfielder,SCAFC,"£5,000"
213,Krystian Bielik ,Defender,AFC,"£4,000"
,Christian Walton ,Goalkeeper,BHA,"£4,000"
,Harry Bunn ,Forward,HUD,"£4,000"
,Harry Wilson ,Midfielder,LFC,"£4,000"
,Kenji Gorre ,Forward,SCAFC,"£4,000"
218,Sullay Kaikai ,Midfielder,CP,"£3,000"
,Tom Lawrence ,Forward,LC,"£3,000"
,Freddie Woodman ,Goalkeeper,NUFC,"£3,000"
,Reece Burke ,Defender,WHUFC,"£3,000"
222,Connor Randall ,Defender,LFC,"£2,000"
,Sebastien Pocognoli ,Defender,WBAFC,"£2,000"
224,Will Wood ,Defender,SFC,£800
225,Harry Cornick ,Midfielder,BOU,£750
226,Lukasz Fabianski ,Goalkeeper,SWFC,£586
