Rank,Name,Position,Team,Weekly Salary
,Nathaniel Clyne ,Defender,LFC,"£70,000"
,Sergio Romero ,Goalkeeper,MUFC,"£70,000"
,Chris Smalling ,Defender,MUFC,"£70,000"
,Jonjo Shelvey ,Midfielder,NUFC,"£70,000"
,Charlie Austin ,Forward,SFC,"£70,000"
,Ryan Bertrand ,Defender,SFC,"£70,000"
,Fraser Forster ,Goalkeeper,SFC,"£70,000"
,Kevin Wimmer ,Defender,SCFC,"£70,000"
,Serge Aurier ,Defender,THFC,"£70,000"
,Andre Gray ,Forward,WAT,"£70,000"
,Michail Antonio ,Midfielder,WHUFC,"£70,000"
,Manuel Lanzini ,Midfielder,WHUFC,"£70,000"
,Angelo Ogbonna ,Defender,WHUFC,"£70,000"
,Winston Reid ,Defender,WHUFC,"£70,000"
134,Nacho Monreal ,Defender,AFC,"£65,000"
,Adam Lallana ,Midfielder,LFC,"£65,000"
,Ederson Moraes ,Goalkeeper,MCFC,"£65,000"
,Sofiane Boufal ,Midfielder,SFC,"£65,000"
,Mario Lemina ,Midfielder,SFC,"£65,000"
,Oriol Romeu ,Midfielder,SFC,"£65,000"
,Cedric Soares ,Defender,SFC,"£65,000"
,Eric Maxim Choupo-Moting ,Midfielder,SCFC,"£65,000"
,Mame Diouf ,Forward,SCFC,"£65,000"
,Xherdan Shaqiri ,Midfielder,SCFC,"£65,000"
,Kieran Trippier ,Defender,THFC,"£65,000"
,Victor Wanyama ,Midfielder,THFC,"£65,000"
,Troy Deeney ,Forward,WAT,"£65,000"
,Jonny Evans ,Defender,WBAFC,"£65,000"
148,John Terry ,Defender,AVFC,"£60,000"
,Olivier Giroud ,Forward,CFC,"£60,000"
,Scott Dann ,Defender,CP,"£60,000"
,Connor Wickham ,Forward,CP,"£60,000"
,Michael Keane ,Defender,EFC,"£60,000"
,Jordan Pickford ,Goalkeeper,EFC,"£60,000"
,Cenk Tosun ,Forward,EFC,"£60,000"
,Simon Mignolet ,Goalkeeper,LFC,"£60,000"
,Aleksandar Mitrovic (on loan from ) ,Forward,NUFC,"£60,000"
,Steven Davis ,Midfielder,SFC,"£60,000"
,Wesley Hoedt ,Defender,SFC,"£60,000"
,Shane Long ,Forward,SFC,"£60,000"
,Nathan Redmond ,Forward,SFC,"£60,000"
,Dusan Tadic ,Forward,SFC,"£60,000"
,Bruno Martins Indi ,Defender,SCFC,"£60,000"
,Ben Davies ,Defender,THFC,"£60,000"
,Eric Dier ,Midfielder,THFC,"£60,000"
,Danny Rose ,Defender,THFC,"£60,000"
,Davinson Sanchez ,Defender,THFC,"£60,000"
,Gareth Barry ,Midfielder,WBAFC,"£60,000"
,Nacer Chadli ,Midfielder,WBAFC,"£60,000"
,Ben Foster ,Goalkeeper,WBAFC,"£60,000"
,Jay Rodriguez ,Forward,WBAFC,"£60,000"
,Jose Salomon Rondon ,Forward,WBAFC,"£60,000"
,Claudio Yacob ,Midfielder,WBAFC,"£60,000"
,Cheikhou Kouyate ,Midfielder,WHUFC,"£60,000"
174,Tammy Abraham (on loan from ) ,Forward,CFC,"£57,692"
175,Jeffrey Schlupp ,Defender,CP,"£56,000"
176,Mohamed Elneny ,Midfielder,AFC,"£55,000"
,Luka Milivojevic ,Midfielder,CP,"£55,000"
,Jairo Riedewald ,Defender,CP,"£55,000"
,Bakary Sako ,Midfielder,CP,"£55,000"
,Andros Townsend ,Forward,CP,"£55,000"
,Patrick Van Aanholt ,Defender,CP,"£55,000"
,Oumar Niasse ,Forward,EFC,"£55,000"
,Ragnar Klavan ,Defender,LFC,"£55,000"
,Darren Fletcher ,Midfielder,SCFC,"£55,000"
,Ryan Shawcross ,Defender,SCFC,"£55,000"
,Dele Alli ,Midfielder,THFC,"£55,000"
,Mousa Dembele ,Midfielder,THFC,"£55,000"
,Kieran Gibbs ,Defender,WBAFC,"£55,000"
,Pedro Obiang ,Midfielder,WHUFC,"£55,000"
190,Calum Chambers ,Defender,AFC,"£50,000"
,Ross Barkley ,Midfielder,CFC,"£50,000"
,James McArthur ,Midfielder,CP,"£50,000"
,James Tomkins ,Defender,CP,"£50,000"
,Phil Jagielka ,Defender,EFC,"£50,000"
,James McCarthy ,Midfielder,EFC,"£50,000"
,Theo Walcott ,Forward,EFC,"£50,000"
,Aaron Mooy ,Midfielder,HUD,"£50,000"
,Andrew Robertson ,Defender,LFC,"£50,000"
,Pierre-Emile Hojbjerg ,Midfielder,SFC,"£50,000"
,Maya Yoshida ,Defender,SFC,"£50,000"
,Joe Allen ,Midfielder,SCFC,"£50,000"
,Jordan Ayew ,Forward,SCAFC,"£50,000"
,Sam Clucas ,Midfielder,SCAFC,"£50,000"
,Lukasz Fabianski ,Goalkeeper,SCAFC,"£50,000"
,Tom Cleverley ,Midfielder,WAT,"£50,000"
,Aaron Cresswell ,Defender,WHUFC,"£50,000"
,Mark Noble ,Midfielder,WHUFC,"£50,000"
,Adrian San Miguel del Castillo ,Goalkeeper,WHUFC,"£50,000"
209,Roque Mesa ,Midfielder,SCAFC,"£49,000"
210,Jack Stephens ,Defender,SFC,"£48,000"
211,Jesé Rodríguez Ruiz ,Forward,SCFC,"£46,000"
,Jake Livermore ,Midfielder,WBAFC,"£46,000"
213,Steve Cook ,Defender,BOU,"£45,000"
,Joshua King ,Forward,BOU,"£45,000"
,Carl Jenkinson (on loan from ) ,Defender,AFC,"£45,000"
,Edward Nketiah ,Forward,AFC,"£45,000"
,Jose Izquierdo ,Forward,BHA,"£45,000"
,Davy Propper ,Midfielder,BHA,"£45,000"
,Idrissa Gueye ,Midfielder,EFC,"£45,000"
,Emre Can ,Midfielder,LFC,"£45,000"
,Matteo Darmian ,Defender,MUFC,"£45,000"
,Mohamed Diame ,Midfielder,NUFC,"£45,000"
,Ayoze Perez ,Forward,NUFC,"£45,000"
,Matt Ritchie ,Midfielder,NUFC,"£45,000"
,James Ward-Prowse ,Midfielder,SFC,"£45,000"
,Leroy Fer ,Midfielder,SCAFC,"£45,000"
,Daryl Janmaat ,Defender,WAT,"£45,000"
,Roberto Pereyra ,Midfielder,WAT,"£45,000"
,Sebastian Prodl ,Defender,WAT,"£45,000"
,Chris Brunt ,Midfielder,WBAFC,"£45,000"
231,Federico Fernandez ,Defender,SCAFC,"£43,000"
232,Nathan Ake ,Defender,BOU,"£40,000"
,Harry Arter ,Midfielder,BOU,"£40,000"
,Artur Boruc ,Goalkeeper,BOU,"£40,000"
,David Ospina ,Goalkeeper,AFC,"£40,000"
,Henri Lansbury ,Midfielder,AVFC,"£40,000"
,Willy Caballero ,Goalkeeper,CFC,"£40,000"
,Kurt Zouma (on loan from ) ,Defender,CFC,"£40,000"
,Wayne Hennessey ,Goalkeeper,CP,"£40,000"
,Ramiro Funes Mori ,Defender,EFC,"£40,000"
,Alberto Moreno ,Defender,LFC,"£40,000"
,Dwight Gayle ,Forward,NUFC,"£40,000"
,Jamaal Lascelles ,Defender,NUFC,"£40,000"
,Joselu Mato ,Forward,NUFC,"£40,000"
,Peter Crouch ,Forward,SCFC,"£40,000"
,Michel Vorm ,Goalkeeper,THFC,"£40,000"
,Craig Dawson ,Defender,WBAFC,"£40,000"
,James Morrison ,Midfielder,WBAFC,"£40,000"
,Matt Phillips ,Midfielder,WBAFC,"£40,000"
,Arthur Masuaku ,Defender,WHUFC,"£40,000"
,Robert Snodgrass (on loan from ) ,Midfielder,WHUFC,"£40,000"
252,Jordon Ibe ,Midfielder,BOU,"£38,000"
,Seamus Coleman ,Defender,EFC,"£38,000"
,Florian Lejeune ,Defender,NUFC,"£38,000"
,Erik Pieters ,Defender,SCFC,"£38,000"
,Leon Britton ,Midfielder,SCAFC,"£38,000"
257,Lucas Moura ,Forward,THFC,"£37,500"
258,Sung-Yeung Ki ,Midfielder,SCAFC,"£36,000"
,Wayne Routledge ,Midfielder,SCAFC,"£36,000"
260,Charlie Daniels ,Defender,BOU,"£35,000"
,Dan Gosling ,Midfielder,BOU,"£35,000"
,Adam Smith ,Defender,BOU,"£35,000"
,Andrew Surman ,Midfielder,BOU,"£35,000"
,Jonathan Kodjia ,Forward,AVFC,"£35,000"
,Lewis Dunk ,Defender,BHA,"£35,000"
,Anthony Knockaert ,Forward,BHA,"£35,000"
,Tim Krul ,Goalkeeper,BHA,"£35,000"
,Mathew Ryan ,Goalkeeper,BHA,"£35,000"
,Robbie Brady ,Midfielder,BFC,"£35,000"
,Jack Cork ,Midfielder,BFC,"£35,000"
,Steven Defour ,Midfielder,BFC,"£35,000"
,Tom Heaton ,Goalkeeper,BFC,"£35,000"
,Jeff Hendrick ,Midfielder,BFC,"£35,000"
,Aaron Lennon ,Forward,BFC,"£35,000"
,Nick Pope ,Goalkeeper,BFC,"£35,000"
,Chris Wood ,Forward,BFC,"£35,000"
,Andreas Christensen ,Defender,CFC,"£35,000"
,Ruben Loftus-Cheek (on loan from ) ,Midfielder,CFC,"£35,000"
,Jason Puncheon ,Midfielder,CP,"£35,000"
,Joel Ward ,Defender,CP,"£35,000"
,Cuco Martina ,Defender,EFC,"£35,000"
,Marcus Bettinelli ,Goalkeeper,FFC,"£35,000"
,Laurent Depoitre ,Forward,HUD,"£35,000"
,Steve Mounie ,Forward,HUD,"£35,000"
,Ciaran Clark ,Defender,NUFC,"£35,000"
,Jack Colback (on loan from ) ,Midfielder,NUFC,"£35,000"
,Jesus Gamez ,Defender,NUFC,"£35,000"
,Javier Manquillo ,Defender,NUFC,"£35,000"
,Chancel Mbemba ,Defender,NUFC,"£35,000"
,Mikel Merino ,Midfielder,NUFC,"£35,000"
,Henri Saivet ,Midfielder,NUFC,"£35,000"
,Charlie Adam ,Midfielder,SCFC,"£35,000"
,Jack Butland ,Goalkeeper,SCFC,"£35,000"
,Tom Carroll ,Midfielder,SCAFC,"£35,000"
,Georges-Kevin N'Koudou (on loan from ) ,Midfielder,THFC,"£35,000"
,Étienne Capoue ,Midfielder,WAT,"£35,000"
,Nathaniel Chalobah ,Midfielder,WAT,"£35,000"
,Heurelho Gomes ,Goalkeeper,WAT,"£35,000"
,Younes Kaboul ,Defender,WAT,"£35,000"
,Stefano Okaka ,Forward,WAT,"£35,000"
,Gareth McAuley ,Defender,WBAFC,"£35,000"
,Allan-Romeo Nyom ,Defender,WBAFC,"£35,000"
,James Collins ,Defender,WHUFC,"£35,000"
,John Ruddy ,Goalkeeper,WWFC,"£35,000"
305,Mathias Jorgensen ,Defender,HUD,"£33,000"
,Jon Flanagan (on loan from ) ,Defender,LFC,"£33,000"
,Martin Olsson ,Defender,SCAFC,"£33,000"
308,Aymeric Laporte ,Defender,MCFC,"£32,500"
,Helder Costa ,Forward,WWFC,"£32,500"
310,Neil Taylor ,Defender,AVFC,"£32,000"
,Ezequiel Schelotto ,Defender,BHA,"£32,000"
,Nathan Dyer ,Midfielder,SCAFC,"£32,000"
,Kyle Naughton ,Defender,SCAFC,"£32,000"
,Angel Rangel ,Defender,SCAFC,"£32,000"
,Richarlison de Andrade ,Forward,WAT,"£32,000"
316,Ashley Westwood ,Midfielder,BFC,"£31,000"
317,Lewis Cook ,Midfielder,BOU,"£30,000"
,Adam Federici ,Goalkeeper,BOU,"£30,000"
,Simon Francis ,Defender,BOU,"£30,000"
,Callum Wilson ,Forward,BOU,"£30,000"
,Alex Iwobi ,Forward,AFC,"£30,000"
,James Chester ,Defender,AVFC,"£30,000"
,Shane Duffy ,Defender,BHA,"£30,000"
,Pascal Gross ,Midfielder,BHA,"£30,000"
,Glenn Murray ,Forward,BHA,"£30,000"
,Bruno Saltor Grau ,Defender,BHA,"£30,000"
,Dale Stephens ,Midfielder,BHA,"£30,000"
,Jonathan Walters ,Forward,BFC,"£30,000"
,Eduardo Carvalho ,Goalkeeper,CFC,"£30,000"
,Pape Souare ,Defender,CP,"£30,000"
,Muhamed Besic (on loan from ) ,Midfielder,EFC,"£30,000"
,Maarten Stekelenburg ,Goalkeeper,EFC,"£30,000"
,Tom Ince ,Forward,HUD,"£30,000"
,Alex Pritchard ,Midfielder,HUD,"£30,000"
,Daniel Williams ,Midfielder,HUD,"£30,000"
,Joe Gomez ,Defender,LFC,"£30,000"
,Tosin Adarabioyo ,Defender,MCFC,"£30,000"
,Christian Atsu ,Forward,NUFC,"£30,000"
,Deandre Yedlin ,Defender,NUFC,"£30,000"
,Geoff Cameron ,Defender,SCFC,"£30,000"
,Lee Grant ,Goalkeeper,SCFC,"£30,000"
,Glen Johnson ,Defender,SCFC,"£30,000"
,Luciano Narsingh ,Midfielder,SCAFC,"£30,000"
,Joshua Onomah (on loan from ) ,Midfielder,THFC,"£30,000"
,Jose Holebas ,Defender,WAT,"£30,000"
,Will Hughes ,Midfielder,WAT,"£30,000"
,Christian Kabasele ,Defender,WAT,"£30,000"
,Isaac Success ,Forward,WAT,"£30,000"
,Oliver Burke ,Forward,WBAFC,"£30,000"
,James McClean ,Midfielder,WBAFC,"£30,000"
,Hal Robson-Kanu ,Forward,WBAFC,"£30,000"
,Sam Byram ,Defender,WHUFC,"£30,000"
,Edimilson Fernandes ,Midfielder,WHUFC,"£30,000"
354,Lewis Grabban (on loan from ) ,Forward,BOU,"£29,000"
355,Johann Berg Gudmundsson ,Midfielder,BFC,"£28,000"
,Ben Mee ,Defender,BFC,"£28,000"
,Stephen Ward ,Defender,BFC,"£28,000"
,Luke Garbutt ,Defender,EFC,"£28,000"
,Paul Dummett ,Defender,NUFC,"£28,000"
,Kyle Bartley ,Defender,SCAFC,"£28,000"
361,Ivan Cavaleiro ,Forward,WWFC,"£27,885"
362,Ryan Fraser ,Midfielder,BOU,"£27,000"
363,Renato Sanches ,Midfielder,SCAFC,"£26,000"
,Boaz Myhill ,Goalkeeper,WBAFC,"£26,000"
365,Marc Pugh ,Midfielder,BOU,"£25,000"
,Brad Smith ,Defender,BOU,"£25,000"
,Rob Holding ,Defender,AFC,"£25,000"
,Ahmed Elmohamady ,Midfielder,AVFC,"£25,000"
,Beram Kayal ,Midfielder,BHA,"£25,000"
,Solly March ,Midfielder,BHA,"£25,000"
,Steve Sidwell ,Midfielder,BHA,"£25,000"
,Markus Suttner ,Defender,BHA,"£25,000"
,Phil Bardsley ,Defender,BFC,"£25,000"
,Ashley Barnes ,Forward,BFC,"£25,000"
,Charlie Taylor ,Defender,BFC,"£25,000"
,Nahki Wells ,Forward,BFC,"£25,000"
,Isaiah Brown ,Forward,CFC,"£25,000"
,Robert Kenedy (on loan from ) ,Midfielder,CFC,"£25,000"
,Damien Delaney ,Defender,CP,"£25,000"
,Martin Kelly ,Defender,CP,"£25,000"
,Chung-Yong Lee ,Forward,CP,"£25,000"
,Julian Speroni ,Goalkeeper,CP,"£25,000"
,Tom Davies ,Midfielder,EFC,"£25,000"
,Mason Holgate ,Defender,EFC,"£25,000"
,Nikola Vlasic ,Midfielder,EFC,"£25,000"
,Elias Kachunga ,Forward,HUD,"£25,000"
,Christopher Schindler ,Defender,HUD,"£25,000"
,Loris Karius ,Goalkeeper,LFC,"£25,000"
,Dominic Solanke ,Forward,LFC,"£25,000"
,Karl Darlow ,Goalkeeper,NUFC,"£25,000"
,Rob Elliot ,Goalkeeper,NUFC,"£25,000"
,Jacob Murphy ,Forward,NUFC,"£25,000"
,Ibrahim Afellay ,Midfielder,SCFC,"£25,000"
,Alfie Mawson ,Defender,SCAFC,"£25,000"
,Kristoffer Nordfeldt ,Goalkeeper,SCAFC,"£25,000"
,Harry Winks ,Midfielder,THFC,"£25,000"
,Miguel Britos ,Defender,WAT,"£25,000"
398,Bruno Ecuele Manga ,Defender,CCFC,"£24,000"
,Adam Bogdan ,Goalkeeper,LFC,"£24,000"
400,Craig Cathcart ,Defender,WAT,"£23,077"
401,Scott Arfield ,Midfielder,BFC,"£23,000"
,Tomas Kalas (on loan from ) ,Defender,CFC,"£23,000"
,Brendan Galloway (on loan from ) ,Defender,EFC,"£23,000"
,Jonathan Hogg ,Midfielder,HUD,"£23,000"
,Ramadan Sobhi ,Forward,SCFC,"£23,000"
406,Jurgen Locadia ,Forward,BHA,"£22,500"
407,Dean Marney ,Midfielder,BFC,"£22,000"
,James Tarkowski ,Defender,BFC,"£22,000"
,Emerson Palmieri ,Defender,CFC,"£22,000"
,Isaac Hayden ,Midfielder,NUFC,"£22,000"
,Romain Saiss ,Midfielder,WWFC,"£22,000"
412,Juan Foyth ,Defender,THFC,"£21,500"
413,Lys Mousset ,Forward,BOU,"£20,000"
,Chuba Akpom ,Forward,AFC,"£20,000"
,Emiliano Martinez ,Goalkeeper,AFC,"£20,000"
,Sam Baldock ,Forward,BHA,"£20,000"
,Gaetan Bong ,Defender,BHA,"£20,000"
,Connor Goldson ,Defender,BHA,"£20,000"
,Tomer Hemed ,Forward,BHA,"£20,000"
,Uwe Hunemeier ,Defender,BHA,"£20,000"
,Niki Maenpaa ,Goalkeeper,BHA,"£20,000"
,Liam Rosenior ,Defender,BHA,"£20,000"
,Jiri Skalak ,Forward,BHA,"£20,000"
,Matthew Lowton ,Defender,BFC,"£20,000"
,Ola Aina (on loan from ) ,Defender,CFC,"£20,000"
,Lewis Baker ,Midfielder,CFC,"£20,000"
,Kasey Palmer (on loan from ) ,Midfielder,CFC,"£20,000"
,Dominic Calvert-Lewin ,Forward,EFC,"£20,000"
,Joel Robles ,Goalkeeper,EFC,"£20,000"
,Cyrus Christie ,Defender,FFC,"£20,000"
,Chris Lowe ,Defender,HUD,"£20,000"
,Scott Malone ,Defender,HUD,"£20,000"
,Sean Scannell ,Forward,HUD,"£20,000"
,Tommy Smith ,Defender,HUD,"£20,000"
,Oleksandr Zinchenko ,Midfielder,MCFC,"£20,000"
,Marcus Rashford ,Forward,MUFC,"£20,000"
,Massadio Haidara ,Defender,NUFC,"£20,000"
,Erwin Mulder ,Goalkeeper,SCAFC,"£20,000"
,Paulo Gazzaniga ,Goalkeeper,THFC,"£20,000"
,Kyle Walker-Peters ,Defender,THFC,"£20,000"
,Abdoulaye Doucouré ,Midfielder,WAT,"£20,000"
,Kiko Femenia ,Defender,WAT,"£20,000"
,Jerome Sinclair ,Forward,WAT,"£20,000"
,Marvin Zeegelaar ,Defender,WAT,"£20,000"
,Reece Oxford ,Defender,WHUFC,"£20,000"
,Ryan Bennett ,Defender,WWFC,"£20,000"
447,Lee Tomlin ,Forward,CCFC,"£19,000"
,Orestis Karnezis ,Goalkeeper,WAT,"£19,000"
449,Danny Ward ,Forward,CCFC,"£18,462"
450,Abdelhamid Sabiri ,Midfielder,HUD,"£18,000"
,Rajiv van La Parra ,Midfielder,HUD,"£18,000"
,Danny Ward ,Goalkeeper,LFC,"£18,000"
453,Scott Hogan ,Forward,AVFC,"£17,500"
454,Sam Vokes ,Forward,BFC,"£17,000"
,Michael Hector (on loan from ) ,Defender,CFC,"£17,000"
,Andre Carrillo ,Midfielder,WAT,"£17,000"
457,Kenneth Zohore ,Forward,CCFC,"£16,500"
458,Rhoys Wiggins ,Defender,BOU,"£16,000"
,Ales Mateju ,Defender,BHA,"£16,000"
,Kevin Long ,Defender,BFC,"£16,000"
,Collin Quaner ,Forward,HUD,"£16,000"
,Tommie Hoban ,Defender,WAT,"£16,000"
463,Emerson Hyndman ,Midfielder,BOU,"£15,000"
,Junior Stanislas ,Midfielder,BOU,"£15,000"
,Jonny Williams (on loan from ) ,Midfielder,CP,"£15,000"
,Jonjoe Kenny ,Defender,EFC,"£15,000"
,Matthew Pennington (on loan from ) ,Defender,EFC,"£15,000"
,Shani Tarashaj ,Forward,EFC,"£15,000"
,Philip Billing ,Midfielder,HUD,"£15,000"
,Jo Gorenc-Stankovic ,Defender,HUD,"£15,000"
,Robert Green ,Goalkeeper,HUD,"£15,000"
,Michael Hefele ,Defender,HUD,"£15,000"
,Ezgjan Alioski ,Midfielder,LUFC,"£15,000"
,Marko Grujic (on loan from ) ,Midfielder,LFC,"£15,000"
,Jack Harrison ,Forward,MCFC,"£15,000"
,Timothy Fosu-Mensah (on loan from ) ,Defender,MUFC,"£15,000"
,Joel Castro Pereira ,Goalkeeper,MUFC,"£15,000"
,Richard Stearman ,Defender,SUFC,"£15,000"
,Mike van der Hoorn ,Defender,SCAFC,"£15,000"
,Conor Coady ,Defender,WWFC,"£15,000"
481,Sol Bamba ,Defender,CCFC,"£14,000"
,Anthony Pilkington ,Midfielder,CCFC,"£14,000"
483,Tyrone Mings ,Defender,BOU,"£13,750"
484,Neeskens Kebano ,Midfielder,FFC,"£13,462"
485,Florent Hadergjonaj ,Defender,HUD,"£13,000"
,Eunan O'Kane ,Midfielder,LUFC,"£13,000"
487,Jazz Richards ,Defender,CCFC,"£12,981"
488,Konstantinos Mavropanos ,Defender,AFC,"£12,500"
,Ibrahima Cissé ,Midfielder,FFC,"£12,500"
,Aboubakar Kamara ,Forward,FFC,"£12,500"
491,Oliver Norwood (on loan from ) ,Midfielder,BHA,"£12,000"
,Trent Alexander-Arnold ,Defender,LFC,"£12,000"
,Ben Woodburn ,Forward,LFC,"£12,000"
,Phil Foden ,Midfielder,MCFC,"£12,000"
,Curtis Good ,Defender,NUFC,"£12,000"
496,Stuart O'Keefe ,Midfielder,CCFC,"£11,000"
