Rank,Name,Position,Team,Weekly Salary
,Joel Campbell ,Forward,AFC,"£30,000"
,Francis Coquelin ,Midfielder,AFC,"£30,000"
,Alex Iwobi ,Forward,AFC,"£30,000"
,Andreas Weimann ,Forward,AVFC,"£30,000"
,Pape Souare ,Defender,CP,"£30,000"
,Adam Bogdan ,Goalkeeper,LFC,"£30,000"
,Simon Mignolet ,Goalkeeper,LFC,"£30,000"
,Florin Gardos ,Defender,SFC,"£30,000"
,Glen Johnson ,Defender,SCFC,"£30,000"
,Jordi Amat ,Defender,SCAFC,"£30,000"
,Jose Holebas ,Defender,WAT,"£30,000"
,Craig Dawson ,Defender,WBAFC,"£30,000"
,Sam Byram ,Defender,WHUFC,"£30,000"
,Cheikhou Kouyate ,Midfielder,WHUFC,"£30,000"
,Diafra Sakho ,Forward,WHUFC,"£30,000"
204,Lewis Grabban ,Forward,BOU,"£29,000"
205,Joe Bennett ,Defender,AVFC,"£28,317"
206,Jordon Mutch ,Midfielder,CP,"£28,000"
,Luke Garbutt ,Defender,EFC,"£28,000"
,Divock Origi ,Forward,LFC,"£28,000"
,Maya Yoshida ,Defender,SFC,"£28,000"
,Callum McManaman ,Forward,WBAFC,"£28,000"
211,Mohamed Elneny ,Midfielder,AFC,"£27,500"
,Muhamed Besic ,Midfielder,EFC,"£27,500"
213,Leonardo Ulloa ,Forward,LC,"£27,000"
214,Toni Luna ,Defender,AVFC,"£26,282"
215,Ashley Westwood ,Midfielder,AVFC,"£25,739"
216,Marc Pugh ,Midfielder,BOU,"£25,000"
,Gabriel Paulista ,Defender,AFC,"£25,000"
,Andre Gray ,Forward,BFC,"£25,000"
,Robert Kenedy ,Midfielder,CFC,"£25,000"
,Martin Kelly ,Defender,CP,"£25,000"
,Joe Ledley ,Midfielder,CP,"£25,000"
,Chung-Yong Lee ,Forward,CP,"£25,000"
,Mason Holgate ,Defender,EFC,"£25,000"
,Matty James ,Midfielder,LC,"£25,000"
,Jason Denayer ,Defender,MCFC,"£25,000"
,Bruno Zuculini ,Midfielder,MCFC,"£25,000"
,Karl Darlow ,Goalkeeper,NUFC,"£25,000"
,Jonathan Walters ,Forward,SCFC,"£25,000"
,Dele Alli ,Midfielder,THFC,"£25,000"
,Miguel Britos ,Defender,WAT,"£25,000"
,Heurelho Gomes ,Goalkeeper,WAT,"£25,000"
,Costel Pantilimon ,Goalkeeper,WAT,"£25,000"
,Michail Antonio ,Midfielder,WHUFC,"£25,000"
234,Aleksandar Tonev ,Midfielder,AVFC,"£23,558"
235,Scott Arfield ,Midfielder,BFC,"£23,000"
,Tomas Kalas ,Defender,CFC,"£23,000"
,Brendan Galloway ,Defender,EFC,"£23,000"
238,Michael Keane ,Defender,BFC,"£22,000"
,Dean Marney ,Midfielder,BFC,"£22,000"
,James Tarkowski ,Defender,BFC,"£22,000"
,Steven Berghuis ,Forward,WAT,"£22,000"
242,Joe Cole ,Midfielder,AVFC,"£21,154"
243,Daniel Amartey ,Midfielder,LC,"£21,000"
244,Leandro Bacuna ,Midfielder,AVFC,"£20,641"
245,Yacouba Sylla ,Midfielder,AVFC,"£20,144"
246,Nathan Ake ,Defender,CFC,"£20,041"
247,Dan Gosling ,Midfielder,BOU,"£20,000"
,Callum Wilson ,Forward,BOU,"£20,000"
,Yaya Sanogo ,Forward,AFC,"£20,000"
,Tomer Hemed ,Forward,BHA,"£20,000"
,Uwe Hunemeier ,Defender,BHA,"£20,000"
,Jamie Murphy ,Forward,BHA,"£20,000"
,Liam Rosenior ,Defender,BHA,"£20,000"
,Jiri Skalak ,Forward,BHA,"£20,000"
,George Boyd ,Midfielder,BFC,"£20,000"
,Lewis Baker ,Midfielder,CFC,"£20,000"
,Kasey Palmer ,Midfielder,CFC,"£20,000"
,Zeki Fryers ,Defender,CP,"£20,000"
,Wayne Hennessey ,Goalkeeper,CP,"£20,000"
,Joel Robles ,Goalkeeper,EFC,"£20,000"
,Sean Scannell ,Forward,HUD,"£20,000"
,Andreas Pereira ,Midfielder,MUFC,"£20,000"
,James Wilson ,Forward,MUFC,"£20,000"
,Sammy Ameobi ,Midfielder,NUFC,"£20,000"
,Paul Dummett ,Defender,NUFC,"£20,000"
,Massadio Haidara ,Defender,NUFC,"£20,000"
,Harry Winks ,Midfielder,THFC,"£20,000"
,Abdoulaye Doucouré ,Midfielder,WAT,"£20,000"
,Sebastian Prodl ,Defender,WAT,"£20,000"
270,Charlie Daniels ,Defender,BOU,"£19,000"
271,Danny Ward ,Goalkeeper,LFC,"£18,000"
,Paulo Gazzaniga ,Goalkeeper,SFC,"£18,000"
273,Sam Vokes ,Forward,BFC,"£17,000"
,Michael Hector ,Defender,CFC,"£17,000"
275,Tyrone Mings ,Defender,BOU,"£16,000"
,Rhoys Wiggins ,Defender,BOU,"£16,000"
,Kevin Stewart ,Midfielder,LFC,"£16,000"
,Tommie Hoban ,Defender,WAT,"£16,000"
279,Ciaran Clark ,Defender,AVFC,"£15,000"
,David Stockdale ,Goalkeeper,BHA,"£15,000"
,Rouwen Hennings ,Forward,BFC,"£15,000"
,Matt Miazga ,Defender,CFC,"£15,000"
,Jonny Williams ,Midfielder,CP,"£15,000"
,Shani Tarashaj ,Forward,EFC,"£15,000"
,Joe Gomez ,Defender,LFC,"£15,000"
,Ruben Sobrino ,Forward,MCFC,"£15,000"
,Jamaal Lascelles ,Defender,NUFC,"£15,000"
,Kyle Bartley ,Defender,SCAFC,"£15,000"
,Juan Carlos Paredes ,Defender,WAT,"£15,000"
,Doneil Henry ,Defender,WHUFC,"£15,000"
291,Benik Afobe ,Forward,BOU,"£13,500"
292,Craig Cathcart ,Defender,WAT,"£13,000"
,Obbi Oulare ,Forward,WAT,"£13,000"
294,Demarai Gray ,Forward,LC,"£12,500"
295,Adam Smith ,Defender,BOU,"£12,000"
,Fredrik Ulvestad ,Midfielder,BFC,"£12,000"
,Charly Musonda ,Midfielder,CFC,"£12,000"
,Ben Hamer ,Goalkeeper,LC,"£12,000"
,Curtis Good ,Defender,NUFC,"£12,000"
,Sam Gallagher ,Forward,SFC,"£12,000"
,Harrison Reed ,Midfielder,SFC,"£12,000"
,Jack Stephens ,Defender,SFC,"£12,000"
303,Artur Boruc ,Goalkeeper,BOU,"£10,000"
,Matt Macey ,Goalkeeper,AFC,"£10,000"
,Emiliano Martinez ,Goalkeeper,AFC,"£10,000"
,Nathan Baker ,Defender,AVFC,"£10,000"
,Nicklas Helenius ,Forward,AVFC,"£10,000"
,Tendayi Darikwa ,Defender,BFC,"£10,000"
,Leandro Rodriguez ,Forward,EFC,"£10,000"
,Joe Lolley ,Forward,HUD,"£10,000"
,Jordon Ibe ,Midfielder,LFC,"£10,000"
,Sheyi Ojo ,Forward,LFC,"£10,000"
,Patrick Roberts ,Forward,MCFC,"£10,000"
,Matt Targett ,Defender,SFC,"£10,000"
,Jakob Haugaard ,Goalkeeper,SCFC,"£10,000"
,Matt Grimes ,Midfielder,SCAFC,"£10,000"
,Giedrius Arlauskis ,Goalkeeper,WAT,"£10,000"
318,Kazenga Lualua ,Midfielder,BHA,"£9,000"
319,Richie Towell ,Forward,BHA,"£8,000"
,Jamal Blackman ,Goalkeeper,CFC,"£8,000"
,Nahki Wells ,Forward,HUD,"£8,000"
,Josh Cullen ,Midfielder,WHUFC,"£8,000"
,Dominic Iorfa ,Defender,WWFC,"£8,000"
324,Jed Steer ,Goalkeeper,AVFC,"£7,284"
325,Junior Stanislas ,Midfielder,BOU,"£7,000"
,Rohan Ince ,Midfielder,BHA,"£7,000"
,Elvis Manu ,Forward,BHA,"£7,000"
,Dominic Solanke ,Forward,CFC,"£7,000"
329,Steve Cook ,Defender,BOU,"£6,000"
,Tammy Abraham ,Forward,CFC,"£6,000"
,Cristian Cuevas ,Defender,CFC,"£6,000"
,Tom Davies ,Midfielder,EFC,"£6,000"
333,Stuart O'Keefe ,Midfielder,CCFC,"£5,500"
334,Harry Arter ,Midfielder,BOU,"£5,000"
,Nathaniel Chalobah ,Midfielder,CFC,"£5,000"
,Jason Davidson ,Defender,HUD,"£5,000"
,Jordi Hiwula ,Forward,HUD,"£5,000"
,Dean Whitehead ,Midfielder,HUD,"£5,000"
,Tosin Adarabioyo ,Defender,MCFC,"£5,000"
,Aleix Garcia ,Midfielder,MCFC,"£5,000"
,Pablo Maffeo ,Defender,MCFC,"£5,000"
,Josh Harrop ,Midfielder,MUFC,"£5,000"
,Joel Castro Pereira ,Goalkeeper,MUFC,"£5,000"
,Ivan Toney ,Forward,NUFC,"£5,000"
,Oliver McBurnie ,Forward,SCAFC,"£5,000"
,Joshua Onomah ,Midfielder,THFC,"£5,000"
347,Krystian Bielik ,Defender,AFC,"£4,000"
,Chris Long ,Forward,BFC,"£4,000"
,Harry Bunn ,Forward,HUD,"£4,000"
,Harry Wilson ,Midfielder,LFC,"£4,000"
,Kenji Gorre ,Forward,SCAFC,"£4,000"
352,Baily Cargill ,Defender,BOU,"£3,000"
,Kyle Scott ,Midfielder,CFC,"£3,000"
,Sullay Kaikai ,Midfielder,CP,"£3,000"
,Matthew Pennington ,Defender,EFC,"£3,000"
,Tom Lawrence ,Forward,LC,"£3,000"
,Cameron Brannagan ,Midfielder,LFC,"£3,000"
,Harry Souttar ,Defender,SCFC,"£3,000"
,Reece Burke ,Defender,WHUFC,"£3,000"
360,Ryan Fraser ,Midfielder,BOU,"£2,000"
,Jeff Reine-Adelaide ,Midfielder,AFC,"£2,000"
,Trent Alexander-Arnold ,Defender,LFC,"£2,000"
,Connor Randall ,Defender,LFC,"£2,000"
,Alex Palmer ,Goalkeeper,WBAFC,"£2,000"
,Sebastien Pocognoli ,Defender,WBAFC,"£2,000"
366,Josh Dasilva ,Forward,AFC,"£1,000"
,Henrik Bjordal ,Forward,BHA,"£1,000"
,Flo Bojaj ,Forward,HUD,"£1,000"
,Luke Brattan ,Midfielder,MCFC,"£1,000"
370,Will Wood ,Defender,SFC,£800
371,Harry Cornick ,Midfielder,BOU,£750
372,Dan Agyei ,Forward,BFC,£700
373,Matt Butcher ,Midfielder,BOU,£600
,Jack Simpson ,Defender,BOU,£600
