Rank,Name,Position,Team,Weekly Salary
,Alex Oxlade-Chamberlain ,Midfielder,LFC,"£120,000"
,Aymeric Laporte ,Defender,MCFC,"£120,000"
,Frederico de Paula Santos ,Midfielder,MUFC,"£120,000"
,Victor Lindelof ,Defender,MUFC,"£120,000"
,Lisandro Martínez ,Defender,MUFC,"£120,000"
,Donny van de Beek ,Midfielder,MUFC,"£120,000"
,Bruno Guimarães ,Midfielder,NUFC,"£120,000"
,Alexander Isak ,Forward,NUFC,"£120,000"
,Alphonse Areola ,Goalkeeper,WHUFC,"£120,000"
,Kurt Zouma ,Defender,WHUFC,"£120,000"
82,Martin Ødegaard ,Midfielder,AFC,"£115,000"
83,Jorge Luiz Frello Filho ,Midfielder,AFC,"£110,000"
,Kieran Tierney ,Defender,AFC,"£110,000"
,João Félix ,Forward,CFC,"£110,000"
,Thiago Silva ,Defender,CFC,"£110,000"
,James Maddison ,Midfielder,LC,"£110,000"
,Arthur Melo ,Midfielder,LFC,"£110,000"
,Dejan Kulusevski ,Forward,THFC,"£110,000"
90,Pierre-Emile Hojbjerg ,Midfielder,THFC,"£101,923"
91,Edward Nketiah ,Forward,AFC,"£100,000"
,Leon Bailey ,Forward,AVFC,"£100,000"
,Diego Carlos ,Defender,AVFC,"£100,000"
,Carney Chukwuemeka ,Midfielder,CFC,"£100,000"
,David Fofana ,Forward,CFC,"£100,000"
,Mateo Kovacic ,Midfielder,CFC,"£100,000"
,Hakim Ziyech ,Midfielder,CFC,"£100,000"
,Dominic Calvert-Lewin ,Forward,EFC,"£100,000"
,Amadou Onana ,Midfielder,EFC,"£100,000"
,Jordan Pickford ,Goalkeeper,EFC,"£100,000"
,James Tarkowski ,Defender,EFC,"£100,000"
,Rodrigo Machado ,Forward,LUFC,"£100,000"
,Jonny Evans ,Defender,LC,"£100,000"
,Joel Matip ,Defender,LFC,"£100,000"
,Andrew Robertson ,Defender,LFC,"£100,000"
,Ederson Moraes ,Goalkeeper,MCFC,"£100,000"
,Dean Henderson (on loan from ) ,Goalkeeper,MUFC,"£100,000"
,Matt Targett ,Defender,NUFC,"£100,000"
,Kieran Trippier ,Defender,NUFC,"£100,000"
,James Ward-Prowse ,Midfielder,SFC,"£100,000"
,Hugo Lloris ,Goalkeeper,THFC,"£100,000"
,Raul Jimenez ,Forward,WWFC,"£100,000"
,Jose Moutinho ,Midfielder,WWFC,"£100,000"
114,Emerson Palmieri ,Defender,WHUFC,"£95,000"
115,Odsonne Edouard ,Forward,CP,"£94,808"
116,Nathan Ake ,Defender,MCFC,"£92,308"
117,Adam Lallana ,Midfielder,BHA,"£90,385"
118,Gabriel Martinelli ,Forward,AFC,"£90,000"
,Leander Dendoncker ,Midfielder,AVFC,"£90,000"
,Denis Zakaria ,Midfielder,CFC,"£90,000"
,Bernd Leno ,Goalkeeper,FFC,"£90,000"
,Benjamin Mendy ,Defender,MCFC,"£90,000"
,Aaron Wan-Bissaka ,Defender,MUFC,"£90,000"
,Sven Botman ,Defender,NUFC,"£90,000"
,Richarlison de Andrade ,Forward,THFC,"£90,000"
,Lucas Moura ,Forward,THFC,"£90,000"
,Gianluca Scamacca ,Forward,WHUFC,"£90,000"
,Gonçalo Guedes ,Forward,WWFC,"£90,000"
,Pablo Sarabia ,Forward,WWFC,"£90,000"
130,Layvin Kurzawa ,Defender,FFC,"£89,231"
131,Joelinton Cassio Apolinário de Lira ,Forward,NUFC,"£86,538"
132,Joe Gomez ,Defender,LFC,"£85,000"
,Eric Dier ,Midfielder,THFC,"£85,000"
,Michail Antonio ,Midfielder,WHUFC,"£85,000"
,Matheus Nunes ,Midfielder,WWFC,"£85,000"
136,Nathaniel Clyne ,Defender,CP,"£80,769"
137,Jordan Zemura ,Defender,BOU,"£80,000"
,Robin Olsen ,Goalkeeper,AVFC,"£80,000"
,Matty Cash ,Defender,AVFC,"£80,000"
,Tyrone Mings ,Defender,AVFC,"£80,000"
,Mason Mount ,Midfielder,CFC,"£80,000"
,Idrissa Gueye ,Midfielder,EFC,"£80,000"
,Michael Keane ,Defender,EFC,"£80,000"
,Aleksandar Mitrovic ,Forward,FFC,"£80,000"
,Ryan Bertrand ,Defender,LC,"£80,000"
,Kelechi Iheanacho ,Forward,LC,"£80,000"
,Ricardo Pereira ,Defender,LC,"£80,000"
,Boubakary Soumaré ,Midfielder,LC,"£80,000"
,Joe Willock ,Midfielder,NUFC,"£80,000"
,Chris Wood (on loan from ) ,Forward,NUFC,"£80,000"
,Felipe Augusto de Almeida ,Defender,NFFC,"£80,000"
,Morgan Gibbs-White ,Midfielder,NFFC,"£80,000"
,Ben Davies ,Defender,THFC,"£80,000"
,Moussa Sissoko ,Midfielder,WAT,"£80,000"
,Thilo Kehrer ,Defender,WHUFC,"£80,000"
,Nelson Semedo ,Defender,WWFC,"£80,000"
157,Joachim Andersen ,Defender,CP,"£79,423"
158,Vicente Guaita ,Goalkeeper,CP,"£77,000"
159,Ben Godfrey ,Defender,EFC,"£76,923"
160,Cedric Soares (on loan from ) ,Defender,AFC,"£75,000"
,Emiliano Buendía ,Forward,AVFC,"£75,000"
,Douglas Luiz ,Midfielder,AVFC,"£75,000"
,Ollie Watkins ,Forward,AVFC,"£75,000"
,Lewis Dunk ,Defender,BHA,"£75,000"
,Luka Milivojevic ,Midfielder,CP,"£75,000"
,Patson Daka ,Forward,LC,"£75,000"
,Onyinye Ndidi ,Midfielder,LC,"£75,000"
,Dennis Praet ,Midfielder,LC,"£75,000"
,Mason Greenwood ,Forward,MUFC,"£75,000"
,Phil Jones ,Defender,MUFC,"£75,000"
,Tyrell Malacia ,Defender,MUFC,"£75,000"
,Jonjo Shelvey ,Midfielder,NFFC,"£75,000"
,Theo Walcott ,Forward,SFC,"£75,000"
,Rodrigo Bentancur ,Midfielder,THFC,"£75,000"
,Fraser Forster ,Goalkeeper,THFC,"£75,000"
176,Bukayo Saka ,Forward,AFC,"£70,000"
,Jacob Ramsey ,Midfielder,AVFC,"£70,000"
,Mason Holgate ,Defender,EFC,"£70,000"
,Issa Diop ,Defender,FFC,"£70,000"
,Patrick Bamford ,Forward,LUFC,"£70,000"
,Jannik Vestergaard ,Defender,LC,"£70,000"
,Ibrahima Konate ,Defender,LFC,"£70,000"
,Joe Aribo ,Midfielder,SFC,"£70,000"
,Manuel Lanzini ,Midfielder,WHUFC,"£70,000"
,Angelo Ogbonna ,Defender,WHUFC,"£70,000"
186,Pablo Fornals ,Midfielder,WHUFC,"£67,308"
,Tomas Soucek ,Midfielder,WHUFC,"£67,308"
188,Luis Sinisterra ,Forward,LUFC,"£65,000"
,Timothy Castagne ,Defender,LC,"£65,000"
,Brandon Williams ,Defender,MUFC,"£65,000"
,Keylor Navas ,Goalkeeper,NFFC,"£65,000"
,Stuart Armstrong ,Midfielder,SFC,"£65,000"
,Moussa Djenepo ,Forward,SFC,"£65,000"
,Davinson Sanchez ,Defender,THFC,"£65,000"
,Maxwel Cornet ,Defender,WHUFC,"£65,000"
,Lukasz Fabianski ,Goalkeeper,WHUFC,"£65,000"
197,Nathaniel Phillips ,Defender,LFC,"£64,615"
198,Ismaila Sarr ,Forward,WAT,"£63,000"
199,Renan Lodi ,Defender,NFFC,"£62,308"
200,Aaron Ramsdale ,Goalkeeper,AFC,"£61,923"
201,Pascal Gross ,Midfielder,BHA,"£60,000"
,Cheick Doucouré ,Midfielder,CP,"£60,000"
,Junior Firpo ,Defender,LUFC,"£60,000"
,Cody Gakpo ,Forward,LFC,"£60,000"
,James Milner ,Midfielder,LFC,"£60,000"
,Scott McTominay ,Midfielder,MUFC,"£60,000"
,Nick Pope ,Goalkeeper,NUFC,"£60,000"
,Danny Rose ,Defender,WAT,"£60,000"
,Jared Bowen ,Forward,WHUFC,"£60,000"
,Declan Rice ,Midfielder,WHUFC,"£60,000"
,Daniel Podence ,Forward,WWFC,"£60,000"
212,Vitaliy Mykolenko ,Defender,EFC,"£58,000"
,Adrian San Miguel del Castillo ,Goalkeeper,LFC,"£58,000"
214,Ryan Sessegnon ,Midfielder,THFC,"£57,692"
215,Luis Díaz ,Forward,LFC,"£56,000"
216,Takehiro Tomiyasu ,Defender,AFC,"£55,962"
217,David Brooks ,Midfielder,BOU,"£55,000"
,Jefferson Lerma ,Midfielder,BOU,"£55,000"
,Ben Mee ,Defender,BFC,"£55,000"
,Adam Webster ,Defender,BHA,"£55,000"
,Danny Welbeck ,Forward,BHA,"£55,000"
,Edouard Mendy ,Goalkeeper,CFC,"£55,000"
,James McArthur ,Midfielder,CP,"£55,000"
,Chris Richards ,Defender,CP,"£55,000"
,Jairo Riedewald ,Midfielder,CP,"£55,000"
,Seamus Coleman ,Defender,EFC,"£55,000"
,Tyler Adams ,Midfielder,LUFC,"£55,000"
,Nampalys Mendy ,Midfielder,LC,"£55,000"
,Stefan Ortega ,Goalkeeper,MCFC,"£55,000"
,Marcel Sabitzer ,Midfielder,MUFC,"£55,000"
,Emil Krafth ,Defender,NUFC,"£55,000"
,Yves Bissouma ,Midfielder,THFC,"£55,000"
,Saïd Benrahma ,Forward,WHUFC,"£55,000"
,Conor Coady (on loan from ) ,Defender,WWFC,"£55,000"
,Adama Traore ,Forward,WWFC,"£55,000"
,Boubacar Traoré ,Midfielder,WWFC,"£55,000"
237,Albert Sambi Lokonga (on loan from ) ,Midfielder,AFC,"£51,923"
238,Pervis Estupiñán ,Defender,BHA,"£51,154"
239,Kenny Tete ,Defender,FFC,"£50,962"
240,Marc Guehi ,Defender,CP,"£50,192"
241,Norberto Murara ,Goalkeeper,BOU,"£50,000"
,Marcos Senesi ,Defender,BOU,"£50,000"
,Dominic Solanke ,Forward,BOU,"£50,000"
,Mohamed Elneny ,Midfielder,AFC,"£50,000"
,Gabriel Magalhães ,Defender,AFC,"£50,000"
,Calum Chambers ,Defender,AVFC,"£50,000"
,John McGinn ,Midfielder,AVFC,"£50,000"
,Alexis Mac Allister ,Midfielder,BHA,"£50,000"
,Trevoh Chalobah ,Defender,CFC,"£50,000"
,Conor Gallagher ,Midfielder,CFC,"£50,000"
,Noni Madueke ,Forward,CFC,"£50,000"
,Mykhailo Mudryk ,Forward,CFC,"£50,000"
,Jean-Philippe Mateta ,Forward,CP,"£50,000"
,Jeffrey Schlupp ,Defender,CP,"£50,000"
,James Tomkins ,Defender,CP,"£50,000"
,Neal Maupay ,Forward,EFC,"£50,000"
,João Palhinha ,Midfielder,FFC,"£50,000"
,Andreas Pereira ,Midfielder,FFC,"£50,000"
,Jack Harrison ,Forward,LUFC,"£50,000"
,Wout Faes ,Defender,LC,"£50,000"
,Konstantinos Tsimikas ,Defender,LFC,"£50,000"
,Julian Álvarez ,Forward,MCFC,"£50,000"
,Sergio Gomez ,Defender,MCFC,"£50,000"
,Sean Longstaff ,Midfielder,NUFC,"£50,000"
,Taiwo Awoniyi ,Forward,NFFC,"£50,000"
,Neco Williams ,Defender,NFFC,"£50,000"
,Nayef Aguerd ,Defender,WHUFC,"£50,000"
,Aaron Cresswell ,Defender,WHUFC,"£50,000"
,Diego Costa ,Forward,WWFC,"£50,000"
,Pedro Neto ,Forward,WWFC,"£50,000"
,Ruben Neves ,Midfielder,WWFC,"£50,000"
272,Michael Olise ,Midfielder,CP,"£47,500"
273,Callum Wilson ,Forward,NUFC,"£46,154"
274,Fábio Vieira ,Midfielder,AFC,"£45,385"
275,Leandro Trossard ,Forward,AFC,"£45,000"
,Bryan Mbeumo ,Midfielder,BFC,"£45,000"
,Benoit Badiashile ,Defender,CFC,"£45,000"
,Asmir Begovic ,Goalkeeper,EFC,"£45,000"
,Matt Ritchie ,Defender,NUFC,"£45,000"
,Cheikhou Kouyate ,Midfielder,NFFC,"£45,000"
,Moussa Niakhaté ,Defender,NFFC,"£45,000"
,Craig Dawson ,Defender,WWFC,"£45,000"
,Mario Lemina ,Midfielder,WWFC,"£45,000"
284,Pedro Porro ,Defender,THFC,"£42,500"
285,Miguel Almiron ,Midfielder,NUFC,"£42,327"
286,Tom Heaton ,Goalkeeper,MUFC,"£41,923"
287,Ryan Fraser ,Forward,NUFC,"£41,800"
288,Emerson Royal ,Defender,THFC,"£41,731"
289,Tosin Adarabioyo ,Defender,FFC,"£40,577"
290,Philip Billing ,Midfielder,BOU,"£40,000"
,Lewis Cook ,Midfielder,BOU,"£40,000"
,Rob Holding ,Defender,AFC,"£40,000"
,William Saliba ,Defender,AFC,"£40,000"
,Emile Smith Rowe ,Midfielder,AFC,"£40,000"
,Shane Duffy (on loan from ) ,Defender,BHA,"£40,000"
,Solly March ,Midfielder,BHA,"£40,000"
,Ashley Barnes ,Forward,BFC,"£40,000"
,Josh Brownhill ,Midfielder,BFC,"£40,000"
,Armando Broja ,Forward,CFC,"£40,000"
,Sam Johnstone ,Goalkeeper,CP,"£40,000"
,Tyrick Mitchell ,Defender,CP,"£40,000"
,Andros Townsend ,Midfielder,EFC,"£40,000"
,Willian da Silva ,Midfielder,FFC,"£40,000"
,Carlos Vinícius ,Forward,FFC,"£40,000"
,Stefan Bajcetic ,Midfielder,LFC,"£40,000"
,Fabio Carvalho ,Forward,LFC,"£40,000"
,Harvey Elliott ,Midfielder,LFC,"£40,000"
,Jamaal Lascelles ,Defender,NUFC,"£40,000"
,Fabian Schar ,Defender,NUFC,"£40,000"
,Ben Gibson ,Defender,NCFC,"£40,000"
,Willy Boly ,Defender,NFFC,"£40,000"
,Emmanuel Dennis ,Forward,NFFC,"£40,000"
,Remo Freuler ,Midfielder,NFFC,"£40,000"
,Bryan Gil ,Forward,THFC,"£40,000"
,Oliver Skipp ,Midfielder,THFC,"£40,000"
316,Joel Veltman ,Defender,BHA,"£38,462"
,Jamal Lewis ,Defender,NUFC,"£38,462"
,Allan Saint-Maximin ,Forward,NUFC,"£38,462"
319,Jack Cork ,Midfielder,BFC,"£38,000"
,Martin Dubravka ,Goalkeeper,NUFC,"£38,000"
321,Bobby Reid ,Midfielder,FFC,"£37,500"
322,Jonny Castro ,Defender,WWFC,"£36,673"
,Jonny Otto ,Defender,WWFC,"£36,673"
324,Steve Cook ,Defender,NFFC,"£35,192"
325,Ryan Fredericks ,Defender,BOU,"£35,000"
,Chris Mepham ,Defender,BOU,"£35,000"
,Dango Ouattara ,Forward,BOU,"£35,000"
,Adam Smith ,Defender,BOU,"£35,000"
,Junior Stanislas ,Forward,BOU,"£35,000"
,Ainsley Maitland-Niles (on loan from ) ,Midfielder,AFC,"£35,000"
,Matt Turner ,Goalkeeper,AFC,"£35,000"
,Álex Moreno ,Defender,AVFC,"£35,000"
,Kristoffer Ajer ,Defender,BFC,"£35,000"
,Rico Henry ,Defender,BFC,"£35,000"
,Keane Lewis-Potter ,Forward,BFC,"£35,000"
,Christian Nørgaard ,Midfielder,BFC,"£35,000"
,Tariq Lamptey ,Defender,BHA,"£35,000"
,Jay Rodriguez ,Forward,BFC,"£35,000"
,Wout Weghorst (on loan from ) ,Forward,BFC,"£35,000"
,Marcus Bettinelli ,Goalkeeper,CFC,"£35,000"
,Jordan Ayew ,Forward,CP,"£35,000"
,Jack Butland ,Goalkeeper,CP,"£35,000"
,Will Hughes ,Midfielder,CP,"£35,000"
,Joel Ward ,Defender,CP,"£35,000"
,Harry Wilson ,Midfielder,FFC,"£35,000"
,Dan Burn ,Defender,NUFC,"£35,000"
,Paul Dummett ,Defender,NUFC,"£35,000"
,Javier Manquillo ,Defender,NUFC,"£35,000"
,Jacob Murphy ,Midfielder,NUFC,"£35,000"
,Serge Aurier ,Defender,NFFC,"£35,000"
,Dan Gosling ,Midfielder,WAT,"£35,000"
,Vladimir Coufal ,Defender,WHUFC,"£35,000"
,Sasa Kalajdzic ,Forward,WWFC,"£35,000"
354,Sander Berge ,Midfielder,SUFC,"£32,692"
355,Sasa Lukic ,Midfielder,FFC,"£31,500"
356,Ashley Westwood ,Midfielder,BFC,"£31,000"
357,Ryan Christie ,Midfielder,BOU,"£30,000"
,Lloyd Kelly ,Defender,BOU,"£30,000"
,Jack Stacey ,Defender,BOU,"£30,000"
,Ezri Konsa ,Defender,AVFC,"£30,000"
,Mikkel Damsgaard ,Forward,BFC,"£30,000"
,Aaron Hickey ,Defender,BFC,"£30,000"
,Vitaly Janelt ,Midfielder,BFC,"£30,000"
,Jóhann Berg Guðmundsson ,Forward,BFC,"£30,000"
,Eberech Eze ,Midfielder,CP,"£30,000"
,James Garner ,Midfielder,EFC,"£30,000"
,Tom Cairney ,Midfielder,FFC,"£30,000"
,Neeskens Kebano ,Midfielder,FFC,"£30,000"
,Tim Ream ,Defender,FFC,"£30,000"
,Harrison Reed ,Midfielder,FFC,"£30,000"
,Scott Carson ,Goalkeeper,MCFC,"£30,000"
,Elliot Anderson ,Midfielder,NUFC,"£30,000"
,Sam Byram ,Defender,NCFC,"£30,000"
,Brennan Johnson ,Midfielder,NFFC,"£30,000"
,Orel Mangala ,Midfielder,NFFC,"£30,000"
,Omar Richards ,Defender,NFFC,"£30,000"
,Matheus Cunha ,Forward,WWFC,"£30,000"
378,Jakub Kiwior ,Defender,AFC,"£29,000"
379,Nathan Ferguson ,Defender,CP,"£28,846"
380,José Sá ,Goalkeeper,WWFC,"£28,654"
381,Nathan Patterson ,Defender,EFC,"£28,000"
,Adam Masina ,Defender,WAT,"£28,000"
383,Antonee Robinson ,Defender,FFC,"£27,500"
,Rhian Brewster ,Forward,SUFC,"£27,500"
,William Troost-Ekong ,Defender,WAT,"£27,500"
386,Connor Roberts ,Defender,BFC,"£26,154"
387,Jaidon Anthony ,Forward,BOU,"£25,000"
,Darren Randolph ,Goalkeeper,BOU,"£25,000"
,Ilya Zabarnyi ,Defender,BOU,"£25,000"
,Pontus Jansson ,Defender,BFC,"£25,000"
,Frank Onyeka ,Midfielder,BFC,"£25,000"
,David Raya ,Goalkeeper,BFC,"£25,000"
,Thomas Strakosha ,Goalkeeper,BFC,"£25,000"
,Robert Sánchez ,Goalkeeper,BHA,"£25,000"
,Matthew Lowton ,Defender,BFC,"£25,000"
,Charlie Taylor ,Defender,BFC,"£25,000"
,Tom Davies ,Midfielder,EFC,"£25,000"
,Demarai Gray ,Midfielder,EFC,"£25,000"
,Dwight McNeil ,Forward,EFC,"£25,000"
,Diogo Dalot ,Defender,MUFC,"£25,000"
,Todd Cantwell ,Midfielder,NCFC,"£25,000"
,Angus Gunn ,Goalkeeper,NCFC,"£25,000"
,Kenny McLean ,Midfielder,NCFC,"£25,000"
,Teemu Pukki ,Forward,NCFC,"£25,000"
,Ryan Yates ,Midfielder,NFFC,"£25,000"
,Anel Ahmedhodžić ,Defender,SUFC,"£25,000"
,Japhet Tanganga ,Defender,THFC,"£25,000"
,Flynn Downes ,Midfielder,WHUFC,"£25,000"
409,Ruben Vinagre ,Defender,EFC,"£24,038"
410,Kevin Long ,Defender,BFC,"£23,077"
411,Craig Cathcart ,Defender,WAT,"£23,000"
412,Max Aarons ,Defender,NCFC,"£22,500"
,Kiko Femenia ,Defender,WAT,"£22,500"
414,Harry Arter ,Midfielder,NFFC,"£22,308"
415,Isaac Hayden (on loan from ) ,Midfielder,NUFC,"£22,000"
416,Onel Hernández ,Forward,NCFC,"£21,923"
417,Ivan Toney ,Forward,BFC,"£21,000"
418,Grady Diangana ,Forward,WBAFC,"£20,350"
419,Antoine Semenyo ,Forward,BOU,"£20,000"
,Marcus Tavernier ,Midfielder,BOU,"£20,000"
,Mark Travers ,Goalkeeper,BOU,"£20,000"
,Ludwig Augustinsson ,Defender,AVFC,"£20,000"
,Jed Steer ,Goalkeeper,AVFC,"£20,000"
,Josh Dasilva ,Midfielder,BFC,"£20,000"
,Mathias Jensen ,Midfielder,BFC,"£20,000"
,Yoane Wissa ,Forward,BFC,"£20,000"
,Billy Gilmour ,Midfielder,BHA,"£20,000"
,Jason Steele ,Goalkeeper,BHA,"£20,000"
,Lyle Foster ,Forward,BFC,"£20,000"
,Arijanet Muric ,Goalkeeper,BFC,"£20,000"
,Gabriel Slonina ,Goalkeeper,CFC,"£20,000"
,Naouirou Ahamada ,Midfielder,CP,"£20,000"
,Manor Solomon ,Forward,FFC,"£20,000"
,Cole Palmer ,Midfielder,MCFC,"£20,000"
,Facundo Pellistri ,Forward,MUFC,"£20,000"
,Grant Hanley ,Defender,NCFC,"£20,000"
,Giulian Biancone ,Defender,NFFC,"£20,000"
,Scott McKenna ,Defender,NFFC,"£20,000"
,Lyle Taylor ,Forward,NFFC,"£20,000"
,Adam Davies ,Goalkeeper,SUFC,"£20,000"
,Oliver McBurnie ,Forward,SUFC,"£20,000"
,Michael Verrips ,Goalkeeper,SUFC,"£20,000"
,Pape Sarr ,Midfielder,THFC,"£20,000"
,Ben Johnson ,Defender,WHUFC,"£20,000"
,Nathan Collins ,Defender,WWFC,"£20,000"
446,Christoph Zimmermann ,Defender,NCFC,"£19,423"
447,Darnell Furlong ,Defender,WBAFC,"£18,500"
448,Hjalmar Ekdal ,Defender,BFC,"£18,000"
,Adalberto Peñaranda ,Forward,WAT,"£18,000"
450,Luke McNally ,Defender,BFC,"£17,115"
451,Michael McGovern ,Goalkeeper,NCFC,"£17,000"
452,Manuel Benson ,Midfielder,BFC,"£16,538"
453,Jayden Bogle ,Defender,SUFC,"£16,500"
,Semi Ajayi ,Defender,WBAFC,"£16,500"
455,Rob Elliot ,Goalkeeper,WAT,"£16,346"
456,Jordan Amissah ,Goalkeeper,SUFC,"£15,769"
457,Kieffer Moore ,Forward,BOU,"£15,000"
,Reiss Nelson ,Midfielder,AFC,"£15,000"
,Shandon Baptiste ,Midfielder,BFC,"£15,000"
,Saman Ghoddos ,Midfielder,BFC,"£15,000"
,Ethan Pinnock ,Defender,BFC,"£15,000"
,Facundo Buonanotte ,Midfielder,BHA,"£15,000"
,Moises Caicedo ,Midfielder,BHA,"£15,000"
,Samuel Bastien ,Midfielder,BFC,"£15,000"
,Marek Rodak ,Goalkeeper,FFC,"£15,000"
,Curtis Jones ,Midfielder,LFC,"£15,000"
,Calvin Ramsay ,Defender,LFC,"£15,000"
,Máximo Perrone ,Midfielder,MCFC,"£15,000"
,Louis Thompson ,Midfielder,NCFC,"£15,000"
,Jack Colback ,Midfielder,NFFC,"£15,000"
,Danilo Luiz da Silva ,Defender,NFFC,"£15,000"
,Wayne Hennessey ,Goalkeeper,NFFC,"£15,000"
,Gustavo Scarpa ,Midfielder,NFFC,"£15,000"
,Sam Surridge ,Forward,NFFC,"£15,000"
,Harry Toffolo ,Defender,NFFC,"£15,000"
,Joe Worrall ,Defender,NFFC,"£15,000"
,Oliver Norwood ,Midfielder,SUFC,"£15,000"
,Ken Sema ,Midfielder,WAT,"£15,000"
,Max Kilman ,Defender,WWFC,"£15,000"
480,Romaine Sawyers ,Midfielder,WBAFC,"£12,500"
481,Ismaila Coulibaly ,Midfielder,SUFC,"£12,115"
482,Arnaut Danjuma ,Forward,THFC,"£12,000"
483,Mark Gillespie ,Goalkeeper,NUFC,"£11,538"
484,Ameen Al-Dakhil ,Defender,BFC,"£11,000"
485,Mads Roerslev ,Defender,BFC,"£10,000"
,Julio Enciso ,Forward,BHA,"£10,000"
,Kaoru Mitoma ,Forward,BHA,"£10,000"
,Jakub Moder ,Midfielder,BHA,"£10,000"
,Anthony Gordon ,Forward,EFC,"£10,000"
,Caoimhin Kelleher ,Goalkeeper,LFC,"£10,000"
,Jacob Lungi Sörensen ,Midfielder,NCFC,"£10,000"
,Carlos Miguel Ribiero Dias ,Midfielder,NFFC,"£10,000"
,Jack O'Connell ,Defender,SUFC,"£10,000"
,Rayan Aït-Nouri ,Defender,WWFC,"£10,000"
,Daniel Bentley ,Goalkeeper,WWFC,"£10,000"
,Francisco Oliveira ,Forward,WWFC,"£10,000"
497,Bailey Peacock-Farrell ,Goalkeeper,BFC,"£9,615"
,Cedric Kipre ,Defender,WBAFC,"£9,615"
